0;0;0;0;land;false;unknown;0
1;198;190;217;land;false;desert;1
2;233;166;173;land;false;desert;1
3;148;241;246;land;false;desert;1
4;194;190;157;land;false;mountain;1
5;172;245;136;land;false;mountain;1
6;233;171;230;land;true;plains;1
7;231;212;139;land;false;plains;1
8;135;149;240;land;false;desert;1
9;221;218;231;land;false;forest;1
10;182;196;243;land;true;plains;1
11;184;230;111;land;false;mountain;1
12;226;124;185;land;false;mountain;1
13;228;177;133;land;true;forest;1
14;208;187;116;land;false;desert;1
15;206;147;237;land;false;forest;1
16;244;246;22;land;false;mountain;1
17;241;176;126;land;false;plains;1
18;201;206;236;land;false;plains;1
19;183;228;91;land;false;forest;1
20;55;252;197;land;false;forest;1
21;248;188;70;land;false;desert;1
22;172;208;183;land;false;forest;1
23;220;173;199;land;false;desert;1
24;158;252;133;land;false;desert;1
25;204;207;162;land;false;desert;1
26;244;156;149;land;false;hills;1
27;247;239;241;land;false;plains;1
28;85;219;197;land;false;desert;1
29;246;137;153;land;false;mountain;1
30;164;229;129;land;false;plains;1
31;183;210;148;land;false;mountain;1
32;194;165;193;land;true;forest;1
33;236;161;154;land;false;desert;1
34;201;242;63;land;false;desert;1
35;228;105;175;land;false;hills;1
36;199;103;224;land;false;mountain;1
37;126;244;164;land;false;desert;1
38;228;254;82;land;true;mountain;1
39;187;182;160;land;false;mountain;1
40;181;238;118;land;true;plains;1
41;199;195;241;land;true;plains;1
42;200;254;131;land;false;forest;1
43;248;175;214;land;false;forest;1
44;130;237;201;land;false;desert;1
45;134;231;216;land;false;desert;1
46;233;253;250;land;false;forest;1
47;226;235;161;land;true;plains;1
48;157;207;239;land;false;mountain;1
49;246;155;111;land;false;plains;1
50;181;112;247;land;false;desert;1
51;168;178;218;land;false;desert;1
52;152;232;227;land;false;mountain;1
53;197;181;172;land;false;marsh;1
54;240;247;228;land;false;desert;1
55;167;242;204;land;false;mountain;1
56;169;201;214;land;false;forest;1
57;231;198;191;land;false;forest;1
58;238;246;47;land;false;hills;1
59;218;130;176;land;true;plains;1
60;114;181;213;land;false;desert;1
61;237;251;183;land;false;hills;1
62;253;211;235;land;false;forest;1
63;249;115;171;land;true;plains;1
64;206;209;196;land;false;desert;1
65;208;213;128;land;true;plains;1
66;100;238;248;land;false;forest;1
67;248;173;93;land;false;forest;1
68;117;213;215;land;true;mountain;1
69;202;91;228;land;false;desert;1
70;214;249;181;land;false;mountain;1
71;169;126;245;land;false;desert;1
72;124;220;240;land;false;desert;1
73;215;169;225;land;false;plains;1
74;242;104;204;land;false;forest;1
75;122;241;185;land;false;desert;1
76;202;118;224;land;false;plains;1
77;142;241;170;land;false;forest;1
78;152;212;188;land;false;desert;1
79;254;119;148;land;false;desert;1
80;170;141;234;land;false;desert;1
81;243;163;247;land;false;forest;1
82;167;105;246;land;false;hills;1
83;241;232;68;land;false;forest;1
84;183;235;222;land;false;forest;1
85;239;124;238;land;false;desert;1
86;183;228;137;land;false;plains;1
87;253;176;140;land;true;forest;1
88;147;252;252;land;false;desert;1
89;99;246;189;land;false;mountain;1
90;213;182;173;land;false;desert;1
91;178;228;175;land;false;mountain;1
92;161;241;199;land;false;plains;1
93;250;164;189;land;false;forest;1
94;124;220;237;land;false;desert;1
95;233;70;222;land;false;desert;1
96;199;117;205;land;false;desert;1
97;142;186;204;land;false;desert;1
98;169;189;208;land;false;forest;1
99;49;244;249;land;false;hills;1
100;217;187;209;land;false;desert;1
101;153;133;233;land;false;desert;1
102;220;177;152;land;false;desert;1
103;147;246;158;land;false;plains;1
104;168;99;243;land;false;plains;1
105;176;176;241;land;true;plains;1
106;123;228;171;land;false;forest;1
107;236;125;245;land;true;forest;1
108;218;122;212;land;false;desert;1
109;232;248;155;land;true;plains;1
110;177;211;246;land;false;hills;1
111;120;209;208;land;false;desert;1
112;231;85;193;land;false;plains;1
113;227;204;210;land;false;desert;1
114;226;252;100;land;false;plains;1
115;173;227;107;land;false;desert;1
116;253;153;234;land;false;mountain;1
117;138;180;202;land;false;desert;1
118;194;167;201;land;true;desert;1
119;168;180;243;land;false;desert;1
120;211;232;246;land;false;forest;1
121;87;193;243;land;false;desert;1
122;235;196;154;land;false;hills;1
123;230;192;248;land;false;plains;1
124;198;235;195;land;false;forest;1
125;167;121;220;land;false;mountain;1
126;85;217;206;land;false;desert;1
127;242;217;200;land;false;forest;1
128;191;79;238;land;false;forest;1
129;185;254;243;land;true;plains;1
130;253;205;71;land;false;plains;1
131;220;176;121;land;false;mountain;1
132;147;192;246;land;false;forest;1
133;219;192;141;land;false;mountain;1
134;230;107;206;land;false;mountain;1
135;195;143;224;land;false;desert;1
136;233;228;131;land;false;mountain;1
137;239;252;105;land;false;desert;1
